Duration,D1-Age,D2-Gender,D3-Tribe,D4-Race,D5-Education,D6-Income,EFL,Q1,Q2,Q3,Q4,FQ1,FQ2,FQ3,ComQ1,ComQ2,ComQ3,Label_SubjectiveLit,Text_SubjectiveLit,ATQ_1,ATQ_2,ATQ_3,ATQ_4,ATQ_5,ATQ_6,ATQ_7,ATQ_8,TWB_1,TWB_2,TWB_3,TWB_4,TWB_5,TWB_6,TWB_7,TWB_8,TWB_9,TWB_10,RA1_1,RA1_2,RA1_3,RA1_4,RA1_5,RA1_6,RA1_7,RA1_8,RA1_9,RA1_10,STAI_1,STAI_2,STAI_3,STAI_4,STAI_5,STAI_6,STAI_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,FIPI_1,FIPI_2,FIPI_3,FIPI_4,FIPI_5,BMC1_1,BMC1_2,BMC1_3,BMC1_4,BMC1_5,Label_TrustPhys,Text_TrustPhys,Emo1_5,Emo1_6,Emo1_7,Emo1_8,Emo1_9,Emo1_10,Emo1_11,Emo1_12,Label_Anxiety,Text_Anxiety,HC_1,HC_2,HC_3,HC_4,HC_5,Rx2,Validity,MN1,MN2,MN3,MN4,MN5,MN6,MN7,MN8,GHNT1,GHNT2,GHNT3,GHNT4,GHNT5,GHNT6,Label_Numeracy,Text_Numeracy,Dmed_7,Dmed_8,Dmed_1,Dmed_2,Dmed_3,Dmed_9,Dmed_10,Dmed_5,Dmed_6,,,,
49,27,Male,Luhya,Black,Grad / professional degree,"Less than 2,580,000 KES",No,5,5,5,1,2,2,3,1,1,1,0.666666667,"Mara nyingi Nina uwezo wa kupata taarifa za msingi za Afya na hudumu kupitia kwa muuguzi, yeye hunipa huduma zinazohitajika",1,1,1,1,1,5,2,1,5,5,5,5,5,5,5,4,4,5,3,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,7,7,7,7,7,1,5,5,5,5,1,"Namwamibi dagitarii wangu wa matibabu sababu kila wakati nikihitaji usaidizi, yeye hufika kwa wakati na ananipa huduma bora",1,5,1,5,1,1,1,1,0.238095238,"Hofu iwapo ugonjwa utakuwa mkubwa, hofu iwapo utakuwa ugonjwa wa kugharimu pesa nyingi, ugonjwa wa kukupa aibu kwa jamii ama ugonjwa ambao hauna tiba",5,5,4,5,5,3,5,1,1,4,1,4,4,1,3,2,100%,80,5,70%,200,0.454545454,Afya ya msingi ya mtu inahusiana na chakula anachokula na madini yaliyomo ndani yake. Ni vyema kutembelea mtoa huduma wa afya ili kuangalia mfumo wako wa kinga.,"5'5""",40,0,Yes,3,1-2 hours,7 - Very healthy,0 days,0,,,,
43,29,Male,Luhya,Black,College graduate,"Less than 2,580,000 KES",No,4,3,4,3,2,1,2,1,1,3,0.380952381,Niko na uwezo wa wastani. Naamini kwamba naweza elewa maelezo ya muhudumu wa afya na kufanya maamuzi Bora kuhusu afya yangu.,2,2,2,1,1,4,2,1,5,4,4,3,4,5,5,4,2,5,2,1,5,4,5,5,5,5,5,1,1,2,3,1,2,3,3,3,2,4,4,3,5,4,1,3,5,5,4,5,4,3,5,5,6,2,3,3,2,4,4,0.64,Namwaamini dagitarii kwa sababu yeye amehitumu kwenye afya yangu. Pia yeye amesomea afya ya binadamu.,5,3,4,6,2,6,6,6,0.738095238,Nikiwa na hofu ni kwa sababu naogopa matokeo ya vipimo. Mara nyingi nakua na uoga kwamba nitapatikana na ugonjwa ambao utanisumbua sana,5,5,5,4,5,3,5,2,1,4,1,1,2,1,2,2,20%,80,5,1%,30,0.545454545,Nina uwezo wa kuchakata na kuelewa taarifa za msingi za afya kwa kiwango cha juu ili niweze kufanya maamuzi sahihi.,"5'8""",71,0,No,2,1-2 hours,4,0 days,0,,,,
64,57,Female,Giriama,Multiracial or biracial,College graduate,"Less than 2,580,000 KES",Yes,3,4,5,5,3,1,3,1,1,1,0.69047619,Kwa kiwango cha juu ninahisi Nina waeza kuelewa taarifa za msingi za afya na huduma zinazohitajika kufanya uamuzi sahihi.,1,3,1,1,2,5,1,1,5,5,5,4,3,2,4,4,4,5,5,1,5,1,1,5,5,5,4,1,2,2,2,2,1,1,1,5,5,4,5,4,5,4,1,3,5,5,5,4,4,7,7,6,6,5,4,5,4,5,5,0.84,Mimi namwamini dagitarii wangu kwa sababu amekomaa kiumri na ana ujuzi wa miaka mingi. Pia amekua akinitibu kwa miaka mingi.,1,7,2,5,5,1,1,4,0.404761905,Hua na his wasiwasi au hofu ninapotembelea ofisi ya dagitarii kwa sababu ya kufikiria labda nitaambiwa Nina ugonjwa ambao ni hatari kama vile cancer.,5,5,5,5,4,4,5,2,2,4,4,4,1,4,3,2,20%,80,5,10%,15,0.636363636,"Nina uzoefu mdogo wa zamani katika matukio ambayo yanaonyesha kujua kuhusu masuala ya matibabu, lakini kwa usaidizi wa utafiti nimekutana na usomaji mwingi wa kuelimisha.","5'2""",70,2,Yes,6,1-2 hours,4,10-19 days,6,,,,
17,37,Male,Kikuyu,Black,Some college,"Less than 2,580,000 KES",Yes,4,4,4,4,3,2,2,1,1,1,0.666666667,Naelewa kwa kina maandishi ambayo kwa wakati mwingi huwa imekabidhiwa wauguzi kwa hiyo niko na ujuzi wa kuweza kuyasoma na kuelewa yanayohitajika,1,1,2,1,4,4,2,1,2,4,3,3,5,3,1,4,1,5,4,2,4,3,1,3,4,2,5,5,2,4,2,2,4,1,4,1,5,2,4,3,3,4,2,2,3,1,4,1,5,3,3,7,2,7,5,2,2,5,5,0.6,Naamini dagitarii sana maana ako na utaalamu na ujuzi wa kunitibu na amehitimu kwa kiasi kwamba namtumainia kwa tiba yangu sana,7,4,3,3,7,7,3,7,0.80952381,Kuna madagitarii bandia ama wale wasiohitimu lakini wako kwa ma hospitali kihilela holela na hatari kwa binadamu,3,2,4,3,5,3,5,2,1,2,2,4,3,2,2,2,8%,72,5,5%,50,0.454545454,"Nilipokuwa na mguu ulioumizwa, nilitumia matibabu ya awali kabla ya kwenda hospitali kupata matibabu zaidi.","4'9""",68,0,No,0,1-2 hours,3,0 days,3,,,,
50,34,Male,Kikuyu,Black,Some college,"7,095,000 KES - 9,674,871 KES",Yes,1,4,4,4,2,1,3,1,1,1,0.515873016,Kwa kiwango Cha juu nimezaliwa mjini na kupata masomo ya juu eneo nilipo kuna hospitali kadha kwa hivyo naweza PATA huduma kwa haraka na pia madawa yapo,2,2,4,4,4,5,3,3,4,4,2,2,2,2,4,2,2,4,5,5,3,1,1,5,1,1,1,3,3,2,3,2,1,3,3,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,0.8,Ninamuamini kwa kina kwasababu ameajiriwa na serikali Tena yeye anafanya KAZI kwa hospitali ya serikali,2,5,3,2,2,2,2,1,0.261904762,Hofu kuu ni kwasababu ya ugonjwa ulionipeleka hospitalini licha ya hayo sina wasiwasi na dagitarii labda kuwepo hakuna dawa hapo nitakua na hofu,5,5,5,5,5,3,5,2,1,3,1,4,2,2,2,2,40%,80,10,10%,200,0.272727273,"Kuna nyakati nilikuwa na maumivu tumboni mwangu. Nilipotembelea hospitali, nilipewa kinga kali ya kuzuia tukio hilo kutokea tena.","5'4""",59,0,No,2,1-2 hours,3,All 30 days,2,,,,
54,21,Female,Pokomo,Black,Grad / professional degree,"Less than 2,580,000 KES",No,5,5,5,5,3,2,3,1,1,1,0.841269841,"Nina uwezo kamili wa kuelewa, kupata na kuchakata taarifa za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya kiafya.",1,1,2,1,3,5,1,1,5,5,5,4,5,5,5,4,4,5,1,1,1,1,4,2,2,5,5,1,3,2,2,2,2,2,2,3,5,4,5,3,2,2,1,5,5,5,5,5,5,6,6,6,3,3,1,5,5,4,5,0.96,Ninaamini dakati wangu wa matibabu ya kawaida kwa sababu hajawahi fanya kosa katika mambo yangu ya kiafya na dawa anazonipea ninapomwendea hufanya kazi vizuri.,1,1,1,1,1,1,1,1,0.142857143,Hakuna kinachonifanya nihisi hofu au wasiwasi kutembelea ofisi ya dagitarii. Naamini dagitarii wangu katika mambo yangu ya kiafya.,5,5,5,4,5,3,5,2,1,4,4,4,2,4,3,1,20%,80,1.5,1%,170,0.545454545,Tukio lililoonyesha ujuzi wangu wa masuala ya afya au matibabu ni kusaidia majeruhi wa ajali na kufanya huduma ya kwanza.,"5'1""",60,1,Yes,5,9-10 hour,7 - Very healthy,0 days,1,,,,
57,18,Male,Kikuyu,Black,High school graduate,"Less than 2,580,000 KES",No,4,2,1,2,3,3,3,1,2,1,0.619047619,Kiwango changu ni Cha wastani kulingana na maswali niliyojibu.Hata hivyo nina ujuzi katika sekta hii ya afya. Asante.,3,3,2,2,2,3,1,2,5,5,5,4,4,4,5,4,4,5,5,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,1,5,5,5,1,1,1,1,5,1,5,1,5,5,7,7,6,6,6,4,4,4,4,4,0.72,"Kuna madagitarii hufanya kazi kutoka moyoni,hawa husaidia watu sana. Wanaofanya kwa ajili ya pesa hawana umakini kikamilifu.Asante.",5,5,5,2,5,5,5,3,0.595238095,Kuna madagitarii ambao hufanya kazi kutoka moyoni lakini wengine hufanya kwa ajili ya pesa.Hili linanifanya kuwa na wasiwasi. Asante.,5,5,5,5,5,3,5,2,3,3,4,3,3,2,3,2,50%,50,1.5,20%,200,0.454545454,"dagitarii aliniambia kuwa mtoto wangu alikuwa na ugonjwa wa Down, na kwa kumwambia, nilijua hatari zinazohusiana na ugonjwa huo.","5'8""",50.8,0,No,5,1-2 hours,7 - Very healthy,0 days,0,,,,
54,32,Female,Luo,Black,Some college,"Less than 2,580,000 KES",No,5,5,5,5,3,1,3,1,1,1,0.761904762,Kwa kuongea na dagitarii au muuguzi kwa kuuliza maswali na kujibu maswali kwa usahihi. Mahali sielewi kwa nauliza muuguzi,4,1,4,4,4,4,1,1,4,5,4,2,4,3,5,4,3,4,1,1,5,3,1,5,1,1,1,1,2,3,3,2,1,1,3,5,1,3,4,5,5,5,3,4,1,1,3,3,4,6,7,6,6,1,5,4,3,4,4,0.64,Namwamini dagitarii wangu sana kwasababu amenitibu kwa miaka mingi na nimekuwa na afya njema. Dawa anazonipa hufanya kazi,1,6,3,6,6,6,2,6,0.642857143,Kutokuwa na uhakika atakacho sema dagitarii. Hili hufanya niwe mwenye wasiwasi sana na kujiuliza maswali mengi kichwani.,5,5,5,5,5,3,5,1,2,4,4,2,1,2,3,1,5%,80,5,3%,150,0.454545454,Ujuzi wangu kwa masuala ya afya na matibabu ni mdogo hasa kuhusu hesabu na asilimia ya mambo.,"5'7""",58,1,Yes,4,1-2 hours,5,0 days,2,,,,
23,27,Female,Kalenjin,Black,Some college,"Less than 2,580,000 KES",No,1,1,1,2,1,1,1,1,1,1,0.087301587,"Kwa kiwango kikumba,kwa mimi ni msomi ambaye napenda kufanya utafiti sana nina ywezo wa kuelewa hali yangu",2,2,2,2,2,2,2,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,1,1,2,2,2,2,2,2,2,4,5,5,2,2,5,2,2,2,1,5,5,4,2,7,7,7,5,7,1,5,5,4,4,0.92,Ninamwamini dagitarii wangu kwa sababu wakati ninapougua yeye hunipa dawa na ninarudi kwa hali yangu ya kawaida,2,6,6,6,2,6,6,2,0.571428571,Huwa sijui ninachougua ninapoenda hospitalini na hilo huniogopeshana kwa sasabu haunui unaugua ugonjwa upi,5,5,5,5,5,3,5,2,3,4,4,4,3,4,3,2,5%,80,20,6%,15,0.636363636,"Baada ya kupata maumivu ya viungo na kichwa, nilijua kuwa na malaria. Uchunguzi ulithibitisha hili.","5'6""",76,2,Yes,More than 10,1-2 hours,6,0 days,0,,,,
25,28,Female,Luhya,Black,College graduate,"Less than 2,580,000 KES",No,1,4,4,4,2,1,3,1,1,1,0.515873016,"kulingana na kiwango cha elimu ambayo ninayo naamini ninao uwezo wa kutosha wa kuweza kupata, kuchakata na kuelewa afya",1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,3,5,5,5,1,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,4,5,5,5,5,0.88,ninayo imani ya kutosha na dagitarii wangu anaponihudumia hasa kwa kuwa alinihudumia hadi afya yangu ikawa nzuri,1,1,1,1,1,1,1,1,0.142857143,sina hofu ya aina yoyote ninapotembelea ofisi ya dagitarii kwa kuwa ninayo afya nzuri sasa kwa sababu ya imani yangu kwa dagitarii,5,5,5,5,5,4,5,2,1,2,4,2,2,2,3,2,20%,20,24,5%,5,0.545454545,"Nina imani kwa 90% kwamba ninaelewa taarifa zinazotolewa na mtoa huduma wa afya, mimi ni dagitarii na ninaelewa mambo mengi.","5'3""",52,1,Yes,4,1-2 hours,5,0 days,0,,,,
43,33,Male,Kikuyu,I choose not to answer,College graduate,"Less than 2,580,000 KES",Yes,4,4,3,4,2,1,2,2,2,1,0.404761905,"Kiwango cha 70 - Mara nyingine, maneno yanayotumika ya kiafya pamoja na maandishi wakati mwingine huwa ni magumu.",3,2,4,2,2,4,1,1,4,4,4,4,4,5,5,3,3,4,5,1,4,4,1,4,1,5,5,1,2,2,2,2,2,2,2,3,4,5,3,5,4,4,2,2,3,4,4,4,3,6,7,6,5,6,2,4,4,4,4,0.8,Kiwango cha 80 - Namwamini dagitarii wangu wa kawaida maana ana ujuzi wa kiafya hasa kwa maradhi inayonikabili.,3,5,5,6,7,6,6,6,0.80952381,Wasiwasi wangu huwa mwingi maana sijui litakalotolewa kwa ripoti ya afya badaaye. Linaweza kuwa Jambo tatanishi,5,5,5,4,4,3,5,2,1,4,4,4,4,3,3,2,20%,50,10,2%,5,0.545454545,"Baada ya rafiki yangu kupoteza fahamu na kuanguka, nilijitahidi kumtafutia hewa safi au mazingira yaliyo na oksijeni nzuri.","4'10""",60,2,No,1,Less than 1 hour,5,0 days,0,,,,
60,34,Female,Taita,Black,Some college,"Less than 2,580,000 KES",No,5,5,5,5,3,2,3,1,1,2,0.801587302,Hamsini juu ya mia Kuna uwezekano mkubwa kwa ajili ujumbe uko huko nje na watu wako tayari kupeana ujumbe,2,2,3,1,3,4,2,1,5,1,4,5,5,5,4,5,5,5,1,1,5,2,1,4,1,5,5,5,2,2,2,2,1,1,2,5,5,5,5,4,2,5,4,4,5,5,5,5,5,6,7,7,7,7,3,5,5,4,4,0.84,Namwamini dagitarii wangu kwa sababu nilichagua mwenye amefanya hii kazi kwa muda.cha muhimu ni miaka ambayo huyu dagitarii anayo kwa hilyo kazi.,3,6,1,5,5,5,5,5,0.666666667,Reporti ya dagitarii  ndio hunipea wasiwasi..matokeo kama ni mazuri au mabaya na hatua ya kuchukua baaada ya hapo na kama kwamba nitapona au la,5,5,5,5,5,3,5,2,2,4,4,4,1,3,3,2,4%,2,40,9%,200,0.454545454,"Mahali nafanya kazi, Kuna wanafunzi wengi.wakati moja, mtoto moja aligonjeka na nikamshughulikia vilivyo.","5'7""",66,0,Yes,3,Less than 1 hour,1 - Very unhealthy,0 days,0,,,,
21,26,Male,Luhya,Black,Grad / professional degree,"2,580,000 KES - 4,514,871 KES",Yes,3,2,2,4,1,1,1,1,1,1,0.23015873,Kusoma Na kuelewa taarifq za afya Na huduma zote ni Jambo la maana Sanaa  . Yafaa. Kifuata maagizo za afya vizuri,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,3,2,3,4,4,2,3,3,2,1,4,1,3,2,3,4,5,1,1,1,1,3,3,4,4,5,4,2,3,5,5,6,5,4,5,5,5,0.8,Si mwamini dagitarii Kwa kuwa Wana matibabu YA kawaida. Na wanaweza fanya mazaha wakati Wa huduma YA kwanzaa,6,6,6,7,6,7,6,7,0.928571429,Wakati dagitarii Ni mwenye uoga ni wasiwasi au hofu anaweza Leta uoga kazini Na kutembeaa wakati wamatibabu Kwa hivyo najazwa Na wasiwasi mwingi,4,3,5,5,5,1,5,2,2,1,3,3,2,1,1,1,20%,80,80,30%,200,0.090909091,Alimsaidia mtoto aliyeanguka na kuumia mguu na mkono wakati wa kucheza.,"5'6""",68,5,Yes,6,5-6 hours,4,0 days,1,,,,
35,24,Male,Luhya,Black,Some college,"Less than 2,580,000 KES",No,5,5,5,2,1,1,3,1,1,1,0.531746032,"Nina uwezo wa kiwango cha juu wa kupata, kuchambua, na kuelewa taarifa za afya kwa kutumia vyanzo sahihi na maarifa yaliyojengeka.",1,3,1,1,4,1,1,1,4,4,4,5,5,4,5,4,4,5,3,1,5,3,5,5,3,5,5,3,3,3,2,2,1,2,2,1,5,5,5,5,5,1,1,5,1,5,1,5,5,4,4,4,4,4,4,5,5,4,4,0.8,"Ninawaamini madagitarii kwa ujumla kwa sababu ya mafunzo yao ya kitaalamu, maadili ya kazi, na uwezo wao wa kutekeleza matibabu sahihi.",6,6,1,6,6,6,4,4,0.761904762,"kutokuwa na uhakika wa matibabu yatakayopendekezwa, au mazingira yasiyo ya kawaida ya kliniki. Maelezo wazi kutoka kwa dagitarii hupunguza hofu hi",5,5,5,5,5,2,5,2,1,3,4,2,1,2,1,2,90%,80,12,10%,30,0.545454545,"Nilihudhuria kozi ya huduma ya kwanza kwa afya ya akili, jambo lililonisaidia kuelewa jinsi ya kutoa msaada wa awali kwa watu walioko katika shida.","6'0""",76,0,No,1,3-4hours,7 - Very healthy,0 days,0,,,,
19,30,Male,Kikuyu,Black,Grad / professional degree,"Less than 2,580,000 KES",Yes,4,4,4,4,3,2,3,3,2,3,0.547619048,nafahimu vyema ninavyostahili maarifa ninayopewa na sina tatizo lolote katika kuimaliza shughuli nitakavyo,3,4,2,1,4,4,3,3,3,4,4,4,3,4,5,3,3,3,3,1,5,3,1,4,2,2,4,1,3,2,1,1,2,1,3,3,3,3,3,3,3,4,3,5,5,4,5,3,3,4,4,4,5,6,3,4,4,4,4,0.76,namawamini dagitarii wangu kwa sababu tunaishi pahali pamoja na pia amesomea shule nzuri iayojulikanana na hana mabaya kunihusu,2,2,2,2,6,1,1,1,0.30952381,kujali kuhusu matokeo ya zoezi nitafanya ili kujua afya yangu na kwamba si mimi pekee ntakuwa najua binafsi,5,4,3,4,4,4,5,2,1,2,3,3,3,3,3,2,20%,12.8,22,15%,120,0.454545454,Nilikuwa na jukumu la kuweka umeme kwa kila kitanda na vifaa kwa ajili ya wagonjwa na kuhakikisha wanapata huduma bora.,"5'6""",65,1,Yes,6,3-4hours,5,0 days,1,,,,
16,35,Female,Luo,Black,College graduate,"11,610,000 KES or more",Yes,2,4,4,5,3,1,1,1,1,1,0.484126984,"Kukiwa Na maelezo kamili juu ya afya Na njia za matibabu kutoka Kawa madagitarii Na wauguzi,Ni rahisi mno kuelewa mgonjwa Niko nazo Na kuzitibu mapema",1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,2,1,1,1,1,1,2,2,5,5,5,2,4,4,4,5,5,5,3,4,4,6,6,7,6,7,4,5,5,5,5,0.88,dagitarii Wangu anatia maanani kazi yake Na Ni mwangalifu Na hutoa mawaidha kikamilifu.dagitarii Wangu pia hupeana dawa nzuri ambazo zinafanya kazi kikamilifu,1,1,1,1,6,1,1,1,0.261904762,Mimi hufikiria ni maradhi gani mapya yametokea ambayo yanawwza nihangaisha Na kuninyima Amani.Pia naogopa dawa Na sindano,5,4,5,5,5,2,5,2,1,4,4,4,3,2,2,2,20%,80,80,3%,30,0.636363636,"Mtoto alikuwa na joto sana, nilimvua nguo zote na kutumia kitambaa safi kupoza kwa maji ili kupunguza joto lake, kisha tukampeleka kwa dagitarii.","5'2""",56,2,Yes,4,1-2 hours,5,0 days,4,,,,
44,58,Female,Taita,Black,Grad / professional degree,"Less than 2,580,000 KES",No,3,3,3,2,2,2,3,3,2,3,0.349206349,Huwa wakati mwingi ninaamini madakitari sana maana nafwatilia maagizo na mahali sielewi nauliza swali na kuamini jibu,1,2,2,3,2,3,2,1,3,4,3,2,3,3,4,4,4,4,2,3,3,4,3,3,4,4,2,3,2,2,2,2,1,2,2,2,4,3,2,3,4,5,4,2,2,1,2,3,3,3,4,3,4,5,2,3,1,2,3,0.52,Huwa wakati mwingi ninaamini madakitari sana maana nafwatilia maagizo na mahali sielewi nauliza swali na jibu kwasababu ya matokeo mema,4,3,6,4,5,3,3,1,0.476190476,"Wakati nafanyiwa uchuzi wa maradhi yale yanayosemekana yako ndani kama kichwa ,tumbo,mbavu na unaambiwa urudi tena maana majibu bado",2,3,5,4,5,1,5,2,1,4,1,4,1,1,1,1,5%,80,17,30%,20,0.272727273,Kutoa huduma ya kwanza kwa mtu ambaye amepoteza fahamu na kuhakikisha kuna hewa ya kutosha ili kumrejesha fahamu.,"4'6""",57,3,No,6,1-2 hours,3,0 days,0,,,,
22,37,Male,Kikuyu,Black,Some college,"Less than 2,580,000 KES",No,4,4,4,4,3,2,3,1,1,1,0.746031746,Kiwango cha 80%. Naweza kuelewa na kupata taarifa vizuri. Pia nachakata na kuelewa ili kufanya maamuzi sahihi.,1,1,2,1,2,4,2,3,5,2,4,1,3,4,3,1,3,3,5,1,5,1,2,1,5,5,5,1,2,2,1,1,1,1,2,4,2,5,4,1,1,5,5,1,5,5,5,5,5,6,7,7,7,7,4,4,4,4,4,0.72,Namwamini dagitarii kwa kiwango fulani tu. Wengi huwa wamechoka sana. Pia nina ufahamu mzuri wa matibabu.,1,6,1,4,4,1,1,1,0.285714286,Nina wasiwasi kiasi kwa ofisi ya dagitarii. Juu sijui chenye atanipima na gharama yake. Pia asinitibu vibaya.,5,5,5,5,5,4,5,2,1,4,4,2,2,2,3,2,20%,80,5,3%,30,0.818181818,Ninaelewa vizuri sana na ninaenda kupima na kufuatilia matokeo na dagitarii wangu kwa njia sahihi.,"5'9""",65,1,Yes,2,11-12 hours,2,0 days,10,,,,
65,25,Male,Kisii,Black,Some college,Do not know/not sure,No,5,5,5,3,3,1,3,1,1,1,0.714285714,Ninahisi nina uwezo mzuri wa kupata na kuelewa taarifa za msingi za afya kwa kutumia vyanzo vya kuaminika,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,1,4,4,4,4,0.84,"namwamini dagitarii wangu kwa sababu ya ile huduma ambayo ananipa mimi. tena ni mtu wa kuelewa,mpole,na n mchangamfu ikifika wakati wa kunishughulikia.",2,2,2,2,2,2,2,2,0.285714286,Tuseme wakati mwingine naogopa sindano na pia harufu ya madawa pia kuona wagonjwa wengine wakiwa kwa hali mbaya kuliko yangu,5,5,5,5,5,4,5,2,1,4,4,4,3,1,3,2,20%,64,25,20%,5,0.636363636,Nimeelewa maana ya viwango vya vitu vilivyonakiliwa kwenye karatasi ya matokeo ya maabara.,"5'2""",69,0,Yes,2,1-2 hours,6,0 days,0,,,,
31,26,Male,Kalenjin,Black,College graduate,"11,610,000 KES or more",No,4,4,4,5,3,1,3,1,1,1,0.69047619,Kwa Kiwango kikubwa. Napenda kuuliza dagitarii wangu maswali wakati sijaelewa kitu na pia na penda kufanya utafiti,2,2,2,1,2,5,2,1,5,4,4,4,4,5,5,2,4,4,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,5,3,2,4,2,3,4,5,1,3,5,2,3,2,7,6,6,3,4,3,4,4,2,2,0.6,Ninawaamini madkatari wangu ila Tu ni wazembe. Wacha he Sana huchukua MDA wao kukueleza kwa kina ugonjwa unayougua,1,3,3,1,3,4,6,6,0.5,Nahisi kuwa na hofu kwa kuwa madkatari hawatengi muda ya kueleza mgonjwa ni ugonjwa upi anayougua na kwa jinsi gani abayoweza kuizuia,5,5,5,5,5,3,5,2,3,4,4,2,4,4,2,2,20%,20,5,7%,30,0.727272727,Ninaweza kufanya maamuzi yangu mwenyewe kuhusu afya yangu kwa sababu nimepata mwongozo kutoka kwa dagitarii wangu.,"5'4""",65,0,Yes,1,3-4hours,5,0 days,0,,,,
19,39,Female,Meru,Black,Grad / professional degree,"Less than 2,580,000 KES",Yes,2,4,5,5,3,1,3,1,1,1,0.666666667,Nina kiwango cha juu sana cha kuweza kupata na kuelewa taarifa za huduma za afya kwasababu nimesoma hadi chuo kikuu.,1,1,2,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,1,5,5,5,5,1,Ninamwamini kikamilifu dagitarii wangu kwasababu kwa mara nyingi ameonyesha ujuzi na uzoefu kwa kazi yake.,1,1,1,1,1,1,1,1,0.142857143,Ninahisi wasiwasi ninapotembelea dagitarii na kumpata hayupo kwa sababu sina uhakika kama msaidizi wake ako na elimu inayofaa kunitibu.,5,5,5,5,5,4,5,2,1,4,4,4,2,4,2,2,20%,20,10,50%,200,0.545454545,Usinunue dawa kwenye duka ya kawaida ila kwenye duka la dawa au hosipitali.,"5'6""",62,2,Yes,3,1-2 hours,5,0 days,0,,,,
15,21,Male,Kamba,Black,College graduate,"Less than 2,580,000 KES",Yes,1,1,2,2,1,1,1,1,1,1,0.111111111,"Mimi mara nyingi niko na uwezo wa kupata ,kuelewa na kuchakaa taarifa za afya kwani ni muhimu kwetu sisi wanadamu.",1,1,1,1,2,2,1,2,5,4,4,4,5,4,5,5,4,5,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,1,4,5,5,5,0.96,Mimi humwaminii dagitarii yangu sanaa kwasababu yeye hunipa maelezo kamili kuhusu afya yangu na ndiposa sina ubaya kwake,2,6,2,6,6,2,5,1,0.523809524,Mimi huwa na wasiwasi mwingi kwasababu mke ndani ni kama mahakama kwa sababu mimi huwa sipendi kuyasikia magonjwa yanayokikumba mwilini,5,5,5,5,5,5,5,2,2,4,3,4,4,4,1,1,100%,100,42.5,100%,120,0.272727273,"Ikiwa ninahisi maumivu ya kichwa au mifupa, najua dawa inaweza kutoa uvumilivu wa haraka. Taarifa hizi zipo kwenye duka bila kwenda kwa dagitarii.","6'4""",75,2,Yes,More than 10,1-2 hours,7 - Very healthy,0 days,2,,,,
29,25,Male,Luhya,Black,College graduate,"Less than 2,580,000 KES",No,1,4,4,5,3,2,3,1,2,1,0.658730159,Naamini kwa kiwango cha juu kuwa naelewa taarifa za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya afya.,2,2,4,2,4,4,1,1,4,3,4,4,4,4,5,4,4,5,3,3,5,3,5,5,5,1,5,1,2,2,2,2,2,2,2,5,5,3,5,5,5,3,1,5,3,5,3,3,3,5,6,7,6,7,3,4,4,4,4,0.76,Naamini dagitarii wangu kwa kuwa sijawaitoka kwake na nikaendelea na maumivu kama yalivyokuwa kabla kumuona,2,2,2,2,3,2,2,2,0.30952381,Hofu ya kuogopa pengine kuambiwa ninao ugonjwa mbaya sana utakao nifisha moyo na matumaini maishani. Ama pengine wa kutibiwa kwa pesa mingi,5,5,5,5,5,4,5,2,1,4,4,2,2,2,2,2,5%,2,85,3%,150,0.545454545,"Kushauri jamii juu ya lishe bora, umuhimu wa mazoezi na uchunguzi wa mara kwa mara. Mara nyingi nimetumia ujuzi nilio nao kutoa ushauri katika jamii.","5'7""",60,0,No,0,Less than 1 hour,4,6-9 days,5,,,,
